episode,step,cart_pos,pole_angle,cart_vel,pole_vel,cart_pos_dis,pole_angle_dis,cart_vel_dis,pole_vel_dis,action_idx,action_val,reward,epsilon,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_30,q_31,q_32,q_33,q_34,q_35,q_36,q_37,q_38,q_39,q_40,q_41,q_42,q_43,q_44,q_45,q_46,q_47,q_48,q_49
0,0,0.13649877905845642,-0.12030722945928574,0.0,-0.0,0,-1,0,0,28,0.7142857142857144,0.9855873584747314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09855873584747316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.1367538720369339,-0.12005262821912766,0.04700165241956711,0.053847480565309525,0,-1,0,0,13,-2.3469387755102042,0.9852916598320007,0.999,0.18885521352291107,0.187235689163208,0.18654799461364746,0.09723763465881348,0.09867942929267884,0.09930363893508912,0.0,0.1887127113342285,0.1865020138025284,0.0,0.0,0.0,0.1864378696680069,0.18723995149135592,0.09711523056030275,0.1862985026836395,0.09676812291145326,0.18530980467796326,0.09942408204078675,0.0,0.09783409237861634,0.09913330674171449,0.33813324453830723,0.0,0.22324200689780715,0.2294079622667325,0.12335381177771093,0.12507520583975315,0.4338481873011841,0.18494234681129457,0.0994305431842804,0.18668650746345522,0.3989318476212025,0.09906214475631714,0.0,0.0,0.09669440388679505,0.096569162607193,0.18761630356311798,0.3389592900156975,0.3371706819415093,0.338410533452034,0.18625549852848056,0.0,0.18585247874259953,0.0,0.09675797820091248,0.18530555784702302,0.09885959625244141,0.09662207365036012
0,2,0.13616149127483368,-0.12127809971570969,-0.13760873675346375,-0.24716250598430634,0,-1,0,-2,19,-1.1224489795918369,0.984474778175354,0.998001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10825917180890442,0.0,0.1095327144514978,0.10799028333539368,0.0,0.0,0.0,0.0,0.0,0.0969791352748871,0.11699530519980711,0.11879873909491818,0.0,0.1111536976770154,0.0,0.0,0.0,0.10822279733017033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14790266208753192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,0.13432009518146515,-0.12460019439458847,-0.21724572777748108,-0.38754576444625854,0,-1,0,-3,10,-2.9591836734693877,0.9829774498939514,0.997002999,0.0,0.0,0.10871563055060125,0.0,0.09928662776947023,0.10672231797575951,0.0,0.0,0.09839531183242799,0.0994799852371216,0.11220637854060654,0.0,0.0,0.0,0.0,0.0,0.20908532845459032,0.0,0.0,0.11366856611805772,0.0,0.0,0.0,0.0,0.1181870285465173,0.3045180399586753,0.0,0.0,0.0,0.0,0.12691523194602597,0.0,0.0,0.11287877535062646,0.0,0.0,0.11122572397428368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0.13093730807304382,-0.13047057390213013,-0.4277997612953186,-0.728873074054718,0,-1,0,-6,26,0.3061224489795915,0.981091320514679,0.996005996001,0.0,0.09820805191993714,0.0,0.0,0.0,0.0,0.09908379912376404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11056216456434942,0.0,0.0,0.0,0.0,0.0,0.0,0.11326759155711655,0.0,0.0,0.0,0.11874678769796543,0.0,0.0,0.0,0.0,0.0,0.11147765879898126,0.0,0.0,0.0,0.0,0.14049124799203436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,0.1269199699163437,-0.1375087946653366,-0.3797543942928314,-0.6752381324768066,0,-1,0,-5,1,-4.795918367346939,0.9782875180244446,0.995009990004999,0.0,0.09782875180244446,0.0,0.0,0.1111929115327311,0.0,0.0,0.0,0.0,0.09929782748222352,0.0,0.0,0.0,0.0,0.0,0.11103010471782211,0.0,0.11277618702373032,0.09925726652145386,0.0,0.0,0.0,0.0,0.0,0.11107179885177668,0.20846116814643964,0.0,0.0,0.0,0.0,0.14106935344171087,0.0,0.12948179413652713,0.0,0.0,0.0,0.0,0.0,0.1246858215360986,0.1259657835989343,0.0,0.10903225367665291,0.0,0.12467702995108998,0.13728624433641598,0.0,0.1123093040628991,0.13725485057001277,0.0,0.0
0,6,0.1212029680609703,-0.14735156297683716,-0.714775562286377,-1.2082217931747437,0,-1,-1,-10,34,1.9387755102040813,0.9750446677207947,0.994014980014994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1076591404439765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10973718109250052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10688943369234279,0.0,0.0,0.0
0,7,0.115122489631176,-0.15797245502471924,-0.5248677134513855,-0.9409202337265015,0,-1,-1,-8,46,4.387755102040817,0.9729411602020264,0.993020965034979,0.10875675978015559,0.0,0.0,0.09607167840003968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11031472908561818,0.0,0.0,0.0,0.1067646906029439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123562770913344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12762129763210464,0.0,0.0,0.0,0.13957165522596637,0.0,0.0,0.0
0,8,0.11188522726297379,-0.16449572145938873,-0.16871370375156403,-0.4222624599933624,0,-1,0,-3,29,0.9183673469387754,0.9716735482215881,0.9920279440699441,0.0,0.11161224784970268,0.10871563055060125,0.0,0.09928662776947023,0.10672231797575951,0.0,0.0,0.31664159230150046,0.49727207545598995,0.11220637854060654,0.0,0.11893368998258763,0.0,0.11988248863905125,0.11818069854467564,0.20908532845459032,0.1386864620088061,0.0,0.23870879453141547,0.271898755995848,0.0,0.14829694194608353,0.1304488660064291,0.5322308514292382,0.40264793282746747,0.0,0.0,0.12746717502451238,0.1498582091136534,0.12691523194602597,0.12663767695716488,0.0,0.3553283288915318,0.13715798706178828,0.1487908524147133,0.23702221938052592,0.0,0.11469694839750003,0.0,0.2691806110277324,0.0,0.0,0.0,0.12079258156944966,0.13192950103408285,0.0,0.0,0.2593219439886808,0.0
0,9,0.11059214174747467,-0.16830472648143768,-0.09658688306808472,-0.337354451417923,0,-1,0,-3,10,-2.9591836734693877,0.9697935581207275,0.9910359161258742,0.0,0.11161224784970268,0.10871563055060125,0.11153474549174291,0.09928662776947023,0.10672231797575951,0.0,0.12093263973165114,0.31664159230150046,0.49727207545598995,0.2251810294976706,0.0,0.11893368998258763,0.0,0.11988248863905125,0.11818069854467564,0.20908532845459032,0.1386864620088061,0.0,0.23870879453141547,0.271898755995848,0.0,0.14829694194608353,0.1304488660064291,0.5322308514292382,0.40264793282746747,0.0,0.0,0.12746717502451238,0.1498582091136534,0.12691523194602597,0.12663767695716488,0.0,0.3553283288915318,0.13715798706178828,0.1487908524147133,0.23702221938052592,0.1675172158598368,0.11469694839750003,0.0,0.2691806110277324,0.0,0.0,0.0,0.12079258156944966,0.2837923453007958,0.0,0.0,0.2593219439886808,0.0
