episode,step,cart_pos,pole_angle,cart_vel,pole_vel,cart_pos_dis,pole_angle_dis,cart_vel_dis,pole_vel_dis,action_idx,action_val,reward,epsilon,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24
0,0,0.13649877905845642,-0.12030722945928574,0.0,-0.0,0,-1,0,0,14,0.833333333333333,0.9856058955192566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.13680434226989746,-0.11997530609369278,0.05587340518832207,0.06744200736284256,0,-1,0,1,13,0.41666666666666696,0.9857733845710754,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.13746848702430725,-0.11927521228790283,0.07655786722898483,0.08103077858686447,0,-1,0,1,6,-2.5,0.9855167269706726,0.998001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,0.1370944380760193,-0.12034644931554794,-0.12164086103439331,-0.24070817232131958,0,-1,0,-2,12,0.0,0.9848995208740234,0.997002999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0.13588200509548187,-0.12288399785757065,-0.11880131810903549,-0.25459498167037964,0,-1,0,-2,24,5.0,0.9850375652313232,0.996005996001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,0.13681453466415405,-0.12232111394405365,0.2561555504798889,0.3011413812637329,0,-1,0,2,17,2.083333333333333,0.9859967827796936,0.995009990004999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,0.14010249078273773,-0.11833518743515015,0.38604581356048584,0.481741726398468,0,-1,0,4,10,-0.833333333333333,0.9868863821029663,0.994014980014994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7,0.14339971542358398,-0.11451476067304611,0.2891294062137604,0.31541863083839417,0,-1,0,3,1,-4.583333333333333,0.9868372678756714,0.993020965034979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8,0.14417874813079834,-0.11472895741462708,-0.08014309406280518,-0.2680593430995941,0,-1,0,-2,6,-2.5,0.9857953786849976,0.9920279440699441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9,0.14230553805828094,-0.11918307095766068,-0.26649919152259827,-0.571173906326294,0,-1,0,-5,23,4.583333333333334,0.9851279258728027,0.9910359161258742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10,0.14164994657039642,-0.12195110321044922,0.08878758549690247,-0.044894494116306305,0,-1,0,0,10,-0.833333333333333,0.9848190546035767,0.9900448802097482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11,0.14209868013858795,-0.12321096658706665,0.013776306062936783,-0.17824168503284454,0,-1,0,-1,12,0.0,0.9843207597732544,0.9890548353295385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12,0.14218184351921082,-0.12521672248840332,0.006377659272402525,-0.20822732150554657,0,-1,0,-2,18,2.5,0.9841493964195251,0.988065780494209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13,0.1432524472475052,-0.12589919567108154,0.18559807538986206,0.0472564734518528,0,-1,0,0,2,-4.166666666666667,0.9834958910942078,0.9870777147137147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14,0.1432151049375534,-0.12846827507019043,-0.14497649669647217,-0.47792261838912964,0,-1,0,-4,10,-0.833333333333333,0.9820664525032043,0.986090636999001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15,0.1414237767457962,-0.13391618430614471,-0.20276644825935364,-0.5858846306800842,0,-1,0,-5,16,1.666666666666667,0.9807354211807251,0.9851045463620021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16,0.14013507962226868,-0.13879691064357758,-0.07055281847715378,-0.40403687953948975,0,-1,0,-3,21,3.75,0.9802291393280029,0.98411944181564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17,0.1409904807806015,-0.14060881733894348,0.2062740921974182,-0.001957707107067108,0,-1,0,0,19,2.916666666666667,0.9806452393531799,0.9831353223738244,0.0,0.0,11.813018420795158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18,0.14414355158805847,-0.13912123441696167,0.400462806224823,0.27359533309936523,0,-1,0,2,5,-2.9166666666666665,0.9807429313659668,0.9821521870514506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19,0.14669111371040344,-0.13876983523368835,0.14677739143371582,-0.13513146340847015,0,-1,0,-1,7,-2.0833333333333335,0.9798918962478638,0.9811700348643991,0.0,0.0,0.0,12.66914881345646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
