episode,step,cart_pos,pole_angle,cart_vel,pole_vel,cart_pos_dis,pole_angle_dis,cart_vel_dis,pole_vel_dis,action_idx,action_val,reward,epsilon,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_30,q_31,q_32,q_33,q_34,q_35,q_36,q_37,q_38,q_39,q_40,q_41,q_42,q_43,q_44,q_45,q_46,q_47,q_48,q_49
0,0,0.13649877905845642,-0.12030722945928574,0.0,-0.0,0,-1,0,0,28,0.7142857142857144,0.9855873584747314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04927936792373658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.1367538720369339,-0.12005262821912766,0.04700165241956711,0.053847480565309525,0,-1,0,0,48,4.795918367346939,0.9863956570625305,0.999,0.09939601719379426,0.093617844581604,0.09327399730682373,0.04861881732940674,0.04933971464633942,0.04965181946754456,0.0,0.09435635566711426,0.0932510069012642,0.0,0.0,0.0,0.09813576638698579,0.04928376972675324,0.04855761528015137,0.09314925134181976,0.04838406145572663,0.09752742946147919,0.04971204102039337,0.0,0.04891704618930817,0.04956665337085724,0.1867526772618294,0.0,0.0988125741481781,0.09801327288150788,0.04839432537555695,0.049255022406578065,0.18638889968395234,0.09247117340564728,0.0497152715921402,0.09819437563419342,0.2246920160353184,0.04953107237815857,0.0,0.0,0.048347201943397526,0.0482845813035965,0.09873788952827453,0.16947964500784876,0.18619872063398363,0.18255742567777633,0.09807293713092805,0.0,0.09787693917751314,0.0,0.04837898910045624,0.09755402505397798,0.09380660116672515,0.04831103682518006
0,2,0.1391896903514862,-0.11663773655891418,0.3947421610355377,0.5686237812042236,0,-1,0,5,44,3.979591836734693,0.9881580471992493,0.998001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049407902359962466,0.0,0.0,0.0,0.0,0.0
0,3,0.14461275935173035,-0.10882075875997543,0.6562513709068298,0.9521055221557617,0,-1,1,8,25,0.1020408163265305,0.9900308847427368,0.997002999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049501544237136846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0.15089944005012512,-0.09984548389911652,0.6096262335777283,0.8643302917480469,0,-1,1,7,6,-3.7755102040816326,0.9911196827888489,0.996005996001,0.0,0.0,0.0,0.0,0.0,0.0,0.04955598413944245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048798868060112,0.0,0.0,0.0,0.0,0.0,0.04883870482444763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049479460716247564,0.0,0.0,0.0,0.0,0.0,0.0,0.048935770988464355,0.0,0.0
0,5,0.15509410202503204,-0.09423532336950302,0.27705153822898865,0.3385922908782959,0,-1,0,3,27,0.5102040816326534,0.9917442798614502,0.995009990004999,0.04853540062904358,0.09316924482584,0.0,0.0,0.0,0.0494685173034668,0.0,0.0,0.0,0.0,0.06165607087931038,0.0,0.049292913079261785,0.0,0.0495321661233902,0.0,0.09727303087711334,0.0,0.0,0.0,0.09629514170885087,0.0,0.049048814177513125,0.049485817551612854,0.0,0.0,0.0,0.04958721399307251,0.1432503500580788,0.04882515668869019,0.0494198352098465,0.0,0.04938386678695679,0.04966742694377899,0.0,0.0,0.1336178048849106,0.0,0.05336638584733009,0.049789544939994816,0.0,0.0,0.09791312515735626,0.0,0.04960518777370453,0.04902693033218384,0.09829095900058747,0.0,0.04872310161590576,0.0
0,6,0.1579265296459198,-0.09086084365844727,0.28963425755500793,0.34376081824302673,0,-1,0,3,46,4.387755102040817,0.9927917718887329,0.994014980014994,0.04853540062904358,0.09316924482584,0.04969666302204132,0.0,0.0,0.0494685173034668,0.0,0.04976144134998322,0.0,0.0,0.06165607087931038,0.0,0.049292913079261785,0.0,0.0495321661233902,0.0,0.09727303087711334,0.05320736136734486,0.0,0.0,0.09629514170885087,0.0,0.049048814177513125,0.049485817551612854,0.0,0.0,0.0,0.04958721399307251,0.1432503500580788,0.04882515668869019,0.0494198352098465,0.0,0.04938386678695679,0.04966742694377899,0.0,0.0,0.1336178048849106,0.0,0.05336638584733009,0.049789544939994816,0.0,0.0,0.09791312515735626,0.049527025222778326,0.04960518777370453,0.04902693033218384,0.14299301892519,0.0,0.04872310161590576,0.0
0,7,0.16253036260604858,-0.08490124344825745,0.5914475321769714,0.7940729856491089,0,-1,1,6,35,2.1428571428571432,0.9942103028297424,0.993020965034979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04982954859733582,0.0,0.04899967312812806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049284896254539495,0.04872665405273438,0.0,0.0,0.0,0.0,0.0,0.0,0.04860457479953766,0.0,0.04911032021045685,0.049710515141487124,0.0488517165184021,0.0,0.0,0.0,0.0,0.0,0.0,0.04961831867694855,0.04953622817993164,0.04959636926651001,0.04915640354156495,0.049544957280159,0.0,0.0
0,8,0.1690729707479477,-0.07609008252620697,0.7033671736717224,0.9535749554634094,0,-1,1,8,8,-3.36734693877551,0.9951902031898499,0.9920279440699441,0.0,0.0,0.0,0.04936510026454926,0.0,0.0,0.0,0.0,0.09899475990235806,0.04966999888420105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0492007315158844,0.0,0.0,0.0,0.0,0.0,0.049501544237136846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049732220172882084,0.0,0.0,0.0,0.0,0.0,0.0,0.04897907972335816,0.0,0.0,0.0,0.048740291595458986
0,9,0.1743440330028534,-0.06935270875692368,0.3948247730731964,0.46737372875213623,0,-1,0,4,29,0.9183673469387754,0.9958454370498657,0.9910359161258742,0.09801711142063141,0.0,0.0,0.05376297375261784,0.0,0.09364170879125595,0.0,0.05344515707790851,0.11689560686478914,0.04968411326408387,0.11056454294046761,0.0925497591495514,0.049097204208374025,0.0,0.04973812401294708,0.05395701196491718,0.0,0.0483449250459671,0.0,0.0,0.0496978759765625,0.14722545209139587,0.0494547575712204,0.0,0.0,0.0,0.04955566227436066,0.049601382017135626,0.0,0.04979227185249329,0.09348489820957184,0.0,0.054626364699006086,0.0,0.0,0.053515903344750405,0.049094203114509585,0.049449190497398376,0.0,0.049499627947807316,0.0986078917980194,0.0497938871383667,0.1432531851530075,0.09311231225728989,0.0,0.0,0.0,0.0938119262456894,0.0,0.0
